person_id,race,gender,skin_color,age_group,clothing_style,height,voice_pitch,age_years,has_glasses,has_hat,is_smiling,movement_speed,body_language
P_000279,Black,Female,Dark,Young Adult,Formal,Tall,High,36,False,False,False,Slow,Tense
P_000280,Asian,Non-binary,Light,Young Adult,Formal,Average,High,22,False,False,True,Normal,Nervous
P_000281,White,Female,Light,Teen,Alternative,Tall,Medium,63,True,True,True,Slow,Tense
P_000282,Black,Male,Dark,Senior,Traditional,Short,Low,60,False,False,False,Fast,Relaxed
P_000283,Hispanic,Non-binary,Dark,Teen,Alternative,Short,Medium,8,False,False,True,Slow,Relaxed
P_000284,White,Non-binary,Light,Middle-aged,Casual,Tall,Medium,19,False,False,True,Fast,Nervous
P_000285,Middle Eastern,Male,Medium,Teen,Traditional,Tall,Medium,61,False,True,True,Slow,Relaxed
P_000286,Native American,Female,Light,Child,Casual,Short,High,64,False,True,False,Fast,Confident
P_000287,Native American,Male,Light,Middle-aged,Athletic,Tall,Medium,51,True,False,False,Fast,Relaxed
P_000288,Middle Eastern,Non-binary,Light,Teen,Formal,Average,Medium,29,True,False,True,Fast,Confident
P_000289,Native American,Female,Dark,Senior,Alternative,Short,Low,35,False,True,True,Normal,Relaxed
P_000290,White,Female,Dark,Child,Casual,Tall,High,25,False,False,False,Fast,Nervous
P_000291,White,Female,Medium,Young Adult,Casual,Tall,Low,43,False,False,True,Slow,Relaxed
P_000292,White,Female,Light,Middle-aged,Traditional,Short,Low,67,False,False,True,Slow,Relaxed
P_000293,Asian,Female,Medium,Child,Athletic,Tall,Low,62,False,False,True,Fast,Relaxed
P_000294,Asian,Male,Medium,Child,Athletic,Short,High,73,False,False,True,Normal,Confident
P_000295,Asian,Non-binary,Medium,Young Adult,Formal,Short,Low,72,False,False,False,Slow,Relaxed
P_000296,Native American,Non-binary,Dark,Teen,Athletic,Tall,Medium,76,True,False,True,Fast,Relaxed
P_000297,Asian,Female,Medium,Child,Alternative,Short,Medium,73,True,False,True,Slow,Confident
P_000298,Native American,Non-binary,Light,Teen,Traditional,Short,High,58,False,True,False,Normal,Relaxed
P_000299,Hispanic,Female,Light,Teen,Casual,Short,Medium,66,False,True,False,Slow,Nervous
P_000300,Native American,Male,Light,Teen,Formal,Short,High,53,False,False,True,Slow,Confident
P_000301,Black,Female,Medium,Teen,Athletic,Tall,Low,33,False,True,True,Fast,Nervous
P_000302,Asian,Female,Medium,Senior,Formal,Average,Low,10,True,False,False,Normal,Relaxed
P_000303,Asian,Female,Medium,Senior,Traditional,Short,Low,30,False,False,True,Fast,Nervous
P_000304,Middle Eastern,Female,Dark,Middle-aged,Formal,Average,High,32,False,False,False,Slow,Nervous
P_000305,Asian,Male,Dark,Senior,Formal,Average,Medium,21,False,False,True,Fast,Relaxed
P_000306,White,Non-binary,Light,Middle-aged,Alternative,Tall,High,31,True,False,False,Slow,Relaxed
P_000307,Black,Male,Dark,Child,Alternative,Tall,Low,56,True,False,True,Slow,Confident
P_000308,Black,Male,Medium,Teen,Athletic,Average,Medium,37,False,True,False,Normal,Tense
P_000309,Native American,Non-binary,Dark,Middle-aged,Athletic,Tall,High,50,False,False,True,Fast,Tense
P_000310,Asian,Male,Medium,Child,Alternative,Average,Low,43,True,False,False,Slow,Tense
P_000311,Asian,Male,Medium,Teen,Athletic,Tall,Medium,44,False,False,False,Normal,Tense
P_000312,Native American,Female,Dark,Child,Alternative,Average,Low,65,False,True,True,Slow,Confident
P_000313,Asian,Female,Medium,Child,Casual,Average,Medium,33,True,True,False,Fast,Confident
P_000314,Middle Eastern,Non-binary,Dark,Young Adult,Traditional,Short,High,72,False,False,True,Slow,Relaxed
P_000315,Middle Eastern,Female,Dark,Middle-aged,Casual,Short,Low,50,False,False,True,Normal,Relaxed
P_000316,Black,Male,Medium,Child,Alternative,Short,High,10,False,False,True,Normal,Relaxed
P_000317,Black,Non-binary,Dark,Young Adult,Casual,Tall,Medium,77,True,False,True,Normal,Nervous
P_000318,Middle Eastern,Non-binary,Light,Senior,Formal,Short,Medium,22,True,False,True,Normal,Confident
P_000319,Black,Female,Dark,Teen,Traditional,Tall,Medium,77,True,False,True,Fast,Tense
P_000320,Asian,Female,Medium,Middle-aged,Athletic,Short,High,51,False,False,False,Fast,Tense
P_000321,White,Female,Light,Young Adult,Alternative,Average,High,38,True,False,False,Slow,Nervous
P_000322,Middle Eastern,Non-binary,Light,Teen,Casual,Tall,High,73,False,False,False,Fast,Relaxed
P_000323,White,Male,Light,Young Adult,Casual,Tall,High,7,False,False,False,Slow,Tense
P_000324,Hispanic,Male,Light,Senior,Casual,Average,High,55,True,False,True,Fast,Tense
P_000325,White,Non-binary,Medium,Young Adult,Alternative,Average,Medium,61,False,False,True,Normal,Tense
P_000326,Hispanic,Male,Dark,Middle-aged,Traditional,Short,High,49,False,False,False,Slow,Confident
P_000327,Black,Non-binary,Dark,Young Adult,Athletic,Tall,Medium,8,False,False,False,Fast,Nervous
P_000328,Asian,Female,Medium,Child,Casual,Tall,Medium,65,True,True,True,Slow,Tense
P_000329,Black,Male,Dark,Teen,Traditional,Short,Low,68,False,False,False,Fast,Nervous
P_000330,Native American,Female,Light,Child,Athletic,Short,Medium,40,False,False,False,Normal,Relaxed
P_000331,Middle Eastern,Female,Dark,Young Adult,Casual,Short,Low,6,False,False,True,Fast,Nervous
P_000332,White,Female,Light,Middle-aged,Athletic,Average,Low,22,False,False,True,Slow,Confident
P_000333,Asian,Female,Dark,Senior,Casual,Average,High,32,False,False,False,Fast,Tense
P_000334,Black,Non-binary,Dark,Middle-aged,Traditional,Average,High,37,False,True,True,Normal,Relaxed
P_000335,Middle Eastern,Non-binary,Dark,Senior,Traditional,Average,Medium,52,False,False,False,Fast,Relaxed
P_000336,Middle Eastern,Female,Medium,Teen,Athletic,Short,Medium,42,True,False,True,Fast,Confident
P_000337,Middle Eastern,Non-binary,Medium,Senior,Athletic,Tall,Low,19,False,False,False,Fast,Confident
P_000338,Middle Eastern,Female,Dark,Young Adult,Traditional,Short,Low,42,True,False,False,Fast,Confident
P_000339,Asian,Non-binary,Light,Senior,Alternative,Short,Medium,29,True,False,False,Normal,Tense
P_000340,Middle Eastern,Male,Dark,Middle-aged,Athletic,Tall,Low,59,False,False,True,Slow,Nervous
P_000341,Black,Male,Dark,Teen,Traditional,Average,High,18,True,False,False,Fast,Tense
P_000342,Black,Non-binary,Medium,Senior,Traditional,Short,Low,45,False,False,True,Normal,Confident
P_000343,White,Male,Light,Middle-aged,Formal,Tall,High,50,True,True,False,Fast,Confident
P_000344,Asian,Female,Medium,Middle-aged,Athletic,Average,Medium,17,True,False,True,Normal,Tense
P_000345,Asian,Non-binary,Medium,Middle-aged,Alternative,Average,Medium,59,False,False,True,Slow,Confident
P_000346,Asian,Non-binary,Medium,Child,Athletic,Tall,High,61,False,False,True,Fast,Relaxed
P_000347,Hispanic,Male,Light,Teen,Alternative,Tall,Medium,15,False,False,True,Fast,Nervous
P_000348,Black,Female,Medium,Middle-aged,Alternative,Tall,High,44,True,True,True,Fast,Tense
P_000349,Middle Eastern,Female,Medium,Middle-aged,Casual,Short,High,40,True,False,True,Normal,Confident
P_000350,Native American,Non-binary,Medium,Young Adult,Traditional,Average,Medium,73,False,False,True,Fast,Nervous
P_000351,Hispanic,Non-binary,Medium,Child,Casual,Tall,Low,61,False,False,True,Normal,Relaxed
P_000352,White,Non-binary,Light,Middle-aged,Casual,Tall,Medium,19,True,True,True,Slow,Nervous
P_000353,Hispanic,Non-binary,Medium,Senior,Formal,Short,High,67,False,False,False,Slow,Confident
P_000354,Black,Non-binary,Medium,Middle-aged,Athletic,Short,Medium,17,False,False,True,Slow,Relaxed
P_000355,Hispanic,Female,Medium,Middle-aged,Traditional,Tall,High,36,True,True,False,Slow,Tense
P_000356,Asian,Male,Medium,Teen,Alternative,Average,Low,76,False,False,True,Normal,Confident
P_000357,Asian,Non-binary,Medium,Senior,Alternative,Average,High,45,True,False,True,Fast,Tense
P_000358,Hispanic,Male,Light,Teen,Formal,Short,High,58,True,False,True,Normal,Nervous
P_000359,Black,Non-binary,Dark,Young Adult,Formal,Tall,Low,17,False,False,False,Fast,Tense
P_000360,Native American,Non-binary,Medium,Child,Alternative,Average,High,17,False,False,True,Slow,Nervous
P_000361,Asian,Male,Medium,Middle-aged,Formal,Tall,High,56,True,False,False,Fast,Relaxed
P_000362,Hispanic,Non-binary,Dark,Teen,Casual,Tall,High,61,True,False,False,Fast,Nervous
P_000363,Black,Non-binary,Dark,Young Adult,Casual,Short,Medium,44,False,False,True,Slow,Relaxed
P_000364,Asian,Male,Medium,Child,Athletic,Tall,Low,53,False,False,True,Fast,Nervous
P_000365,Asian,Non-binary,Medium,Middle-aged,Formal,Average,Low,41,False,False,True,Fast,Nervous
P_000366,Black,Female,Dark,Child,Casual,Tall,Medium,62,True,True,True,Slow,Tense
P_000367,Black,Male,Dark,Middle-aged,Formal,Average,Low,13,True,False,True,Fast,Tense
P_000368,Middle Eastern,Non-binary,Light,Teen,Athletic,Average,Medium,77,False,False,True,Fast,Nervous
P_000369,Middle Eastern,Female,Dark,Young Adult,Casual,Tall,Low,57,True,False,False,Normal,Nervous
P_000370,Hispanic,Non-binary,Dark,Child,Casual,Average,Medium,7,False,False,False,Normal,Relaxed
P_000371,Native American,Male,Light,Middle-aged,Alternative,Tall,Medium,56,False,False,True,Normal,Relaxed
P_000372,Native American,Non-binary,Light,Middle-aged,Traditional,Tall,Medium,25,False,False,False,Fast,Nervous
P_000373,Black,Male,Dark,Young Adult,Alternative,Short,Medium,57,False,True,False,Slow,Relaxed
P_000374,White,Female,Medium,Child,Traditional,Tall,Medium,15,False,True,True,Fast,Nervous
P_000375,Middle Eastern,Female,Light,Middle-aged,Formal,Average,High,62,False,False,True,Slow,Nervous
P_000376,White,Male,Light,Child,Casual,Short,Low,58,False,False,True,Fast,Relaxed
P_000377,Native American,Male,Dark,Child,Formal,Short,High,42,False,False,False,Normal,Tense
P_000378,Middle Eastern,Female,Dark,Senior,Athletic,Short,High,35,False,False,True,Normal,Tense
P_000379,White,Female,Light,Teen,Alternative,Average,Medium,74,False,False,True,Slow,Tense
P_000380,Native American,Non-binary,Light,Middle-aged,Athletic,Tall,Low,39,True,False,True,Normal,Nervous
P_000381,Hispanic,Male,Light,Child,Athletic,Average,High,36,False,False,True,Slow,Nervous
P_000382,Native American,Female,Dark,Middle-aged,Alternative,Average,High,70,False,False,True,Fast,Confident
P_000383,White,Female,Light,Middle-aged,Athletic,Tall,Medium,61,True,True,True,Normal,Relaxed
P_000384,Middle Eastern,Non-binary,Light,Middle-aged,Formal,Tall,Medium,49,False,True,False,Slow,Tense
P_000385,Hispanic,Non-binary,Light,Teen,Formal,Tall,Medium,77,False,False,True,Fast,Confident
P_000386,Asian,Non-binary,Dark,Child,Traditional,Tall,High,45,True,False,False,Fast,Tense
P_000387,White,Non-binary,Light,Young Adult,Alternative,Tall,Medium,7,False,True,True,Normal,Relaxed
P_000388,Asian,Non-binary,Dark,Teen,Athletic,Short,Low,73,False,False,True,Normal,Relaxed
P_000389,White,Female,Medium,Child,Formal,Average,Low,45,True,True,True,Normal,Confident
P_000390,Asian,Male,Light,Senior,Casual,Average,Medium,46,False,False,True,Fast,Tense
P_000391,Asian,Female,Light,Child,Traditional,Tall,Low,52,False,False,True,Normal,Tense
P_000392,Black,Non-binary,Medium,Middle-aged,Traditional,Short,Medium,47,False,False,True,Slow,Nervous
P_000393,Middle Eastern,Female,Medium,Senior,Traditional,Short,Medium,27,True,False,True,Slow,Relaxed
P_000394,Middle Eastern,Non-binary,Dark,Middle-aged,Traditional,Tall,High,25,False,False,True,Slow,Tense
P_000395,Hispanic,Female,Medium,Teen,Alternative,Average,Medium,49,False,False,True,Normal,Relaxed
P_000396,Hispanic,Non-binary,Medium,Middle-aged,Casual,Tall,Low,23,False,False,False,Slow,Nervous
P_000397,Hispanic,Female,Medium,Senior,Traditional,Tall,Medium,79,False,False,True,Normal,Relaxed
P_000398,Black,Non-binary,Dark,Middle-aged,Athletic,Average,Medium,35,False,False,False,Fast,Confident
P_000399,Middle Eastern,Non-binary,Medium,Middle-aged,Formal,Average,Medium,64,False,False,False,Fast,Relaxed
P_000400,Asian,Non-binary,Medium,Senior,Traditional,Tall,Medium,54,True,False,True,Slow,Confident
P_000401,Hispanic,Female,Light,Teen,Formal,Tall,Medium,79,False,False,False,Fast,Tense
P_000402,Asian,Female,Medium,Child,Formal,Average,Medium,42,True,True,True,Normal,Nervous
P_000403,White,Male,Light,Teen,Alternative,Average,High,26,True,False,True,Normal,Nervous
P_000404,Black,Male,Dark,Middle-aged,Formal,Short,Medium,52,True,False,True,Normal,Confident
P_000405,Black,Female,Dark,Teen,Alternative,Tall,High,32,True,True,True,Normal,Tense
P_000406,Middle Eastern,Female,Medium,Teen,Formal,Average,Medium,40,False,False,False,Slow,Nervous
P_000407,White,Male,Light,Middle-aged,Traditional,Average,Medium,71,True,False,True,Slow,Nervous
P_000408,Middle Eastern,Female,Dark,Middle-aged,Casual,Short,Low,18,True,True,False,Slow,Relaxed
P_000409,Native American,Female,Dark,Senior,Alternative,Tall,Low,47,True,False,True,Fast,Tense
P_000410,Native American,Non-binary,Medium,Senior,Athletic,Tall,High,77,False,False,True,Normal,Relaxed
P_000411,Middle Eastern,Male,Dark,Child,Traditional,Tall,Low,43,False,False,True,Normal,Nervous
P_000412,Asian,Non-binary,Dark,Child,Formal,Short,Low,5,False,False,False,Slow,Nervous
P_000413,Asian,Non-binary,Medium,Senior,Athletic,Short,High,43,False,False,False,Slow,Confident
P_000414,Middle Eastern,Male,Light,Middle-aged,Traditional,Tall,High,47,True,True,False,Fast,Tense
P_000415,Asian,Male,Medium,Middle-aged,Athletic,Tall,Low,16,False,True,True,Normal,Confident
P_000416,Asian,Non-binary,Light,Young Adult,Traditional,Average,High,46,True,False,True,Normal,Confident
P_000417,Asian,Male,Dark,Middle-aged,Formal,Average,Medium,16,False,False,True,Slow,Relaxed
P_000418,White,Female,Medium,Child,Traditional,Average,Low,53,False,False,True,Slow,Confident
P_000419,Middle Eastern,Female,Dark,Middle-aged,Athletic,Tall,High,30,False,False,True,Normal,Tense
P_000420,Asian,Male,Medium,Young Adult,Traditional,Short,High,55,True,False,False,Normal,Nervous
P_000421,Black,Non-binary,Medium,Child,Formal,Tall,Medium,45,True,False,True,Normal,Tense
P_000422,Asian,Male,Medium,Middle-aged,Alternative,Average,High,8,True,True,True,Normal,Tense
P_000423,White,Male,Light,Young Adult,Traditional,Average,Low,47,False,False,True,Slow,Nervous
P_000424,Asian,Non-binary,Medium,Middle-aged,Alternative,Short,Low,52,False,False,True,Normal,Tense
P_000425,Native American,Female,Dark,Middle-aged,Traditional,Average,Medium,57,True,False,True,Normal,Confident
P_000426,Black,Female,Medium,Middle-aged,Athletic,Short,Medium,34,False,False,False,Normal,Tense
P_000427,Asian,Female,Medium,Senior,Traditional,Tall,High,37,False,False,False,Fast,Relaxed
P_000428,Hispanic,Female,Medium,Young Adult,Athletic,Average,Medium,41,False,False,True,Fast,Nervous
P_000429,Asian,Male,Medium,Teen,Alternative,Average,Medium,48,False,False,True,Slow,Confident
P_000430,Asian,Female,Dark,Middle-aged,Traditional,Tall,Low,53,False,True,True,Fast,Relaxed
P_000431,Black,Non-binary,Medium,Teen,Athletic,Tall,Medium,19,False,True,True,Normal,Nervous
P_000432,Middle Eastern,Non-binary,Dark,Middle-aged,Alternative,Short,Low,71,False,False,True,Fast,Relaxed
P_000433,Asian,Non-binary,Light,Senior,Athletic,Short,Medium,75,True,True,True,Slow,Relaxed
P_000434,Hispanic,Female,Light,Young Adult,Casual,Short,Medium,16,False,False,False,Normal,Relaxed
P_000435,Hispanic,Non-binary,Light,Young Adult,Alternative,Tall,High,22,False,True,True,Fast,Nervous
P_000436,White,Non-binary,Light,Child,Traditional,Short,Medium,71,False,False,False,Fast,Tense
P_000437,Middle Eastern,Male,Light,Child,Traditional,Average,Medium,70,False,True,True,Fast,Relaxed
P_000438,Black,Non-binary,Dark,Young Adult,Athletic,Tall,Low,57,False,False,False,Slow,Relaxed
P_000439,Asian,Female,Medium,Young Adult,Formal,Tall,Low,37,False,False,False,Slow,Relaxed
P_000440,Black,Non-binary,Dark,Young Adult,Alternative,Average,Low,58,True,False,False,Slow,Tense
P_000441,Hispanic,Non-binary,Dark,Senior,Formal,Short,High,69,False,False,False,Fast,Confident
P_000442,Native American,Non-binary,Light,Teen,Casual,Short,High,27,False,False,True,Fast,Nervous
P_000443,Asian,Female,Medium,Middle-aged,Athletic,Average,Low,13,False,False,True,Slow,Relaxed
P_000444,White,Male,Light,Senior,Traditional,Short,High,70,True,True,True,Slow,Relaxed
P_000445,Native American,Male,Medium,Young Adult,Formal,Tall,Low,28,True,False,True,Slow,Confident
P_000446,Native American,Male,Light,Senior,Casual,Average,Low,20,False,False,True,Normal,Confident
P_000447,White,Non-binary,Light,Child,Formal,Tall,Medium,38,False,False,True,Normal,Nervous
P_000448,White,Non-binary,Light,Teen,Formal,Average,High,22,True,False,False,Fast,Nervous
P_000449,White,Female,Light,Middle-aged,Casual,Tall,Low,56,False,False,False,Fast,Tense
P_000450,Middle Eastern,Female,Light,Senior,Formal,Short,Low,12,False,False,True,Normal,Relaxed
P_000451,Asian,Male,Medium,Teen,Alternative,Short,High,78,False,True,True,Normal,Nervous
P_000452,Hispanic,Non-binary,Dark,Senior,Alternative,Average,Medium,55,False,True,True,Fast,Relaxed
P_000453,Middle Eastern,Male,Medium,Senior,Formal,Tall,Medium,74,False,True,True,Slow,Confident
P_000454,Native American,Non-binary,Dark,Child,Traditional,Tall,High,59,False,True,False,Fast,Tense
P_000455,Asian,Non-binary,Medium,Young Adult,Formal,Tall,Medium,21,False,False,False,Normal,Nervous
P_000456,White,Female,Medium,Senior,Casual,Tall,High,50,False,False,True,Normal,Nervous
P_000457,Asian,Male,Medium,Young Adult,Formal,Short,Medium,60,True,False,False,Normal,Confident
P_000458,White,Male,Dark,Middle-aged,Athletic,Tall,Low,11,False,False,False,Fast,Relaxed
P_000459,Asian,Male,Dark,Child,Formal,Tall,High,63,False,False,False,Fast,Nervous
P_000460,Native American,Female,Dark,Senior,Alternative,Tall,Low,21,False,True,False,Normal,Tense
P_000461,Black,Female,Light,Young Adult,Formal,Tall,Low,7,False,False,True,Slow,Nervous
P_000462,Native American,Male,Light,Child,Formal,Average,Low,75,False,False,True,Normal,Tense
P_000463,Asian,Male,Medium,Senior,Casual,Average,High,65,False,True,False,Normal,Nervous
P_000464,White,Female,Light,Teen,Traditional,Short,Low,10,False,False,True,Fast,Relaxed
P_000465,Middle Eastern,Male,Light,Teen,Casual,Average,High,68,True,False,False,Fast,Tense
P_000466,White,Male,Medium,Child,Casual,Short,Medium,31,False,False,False,Slow,Confident
P_000467,Hispanic,Female,Medium,Teen,Formal,Average,High,17,True,False,False,Fast,Confident
P_000468,Middle Eastern,Male,Medium,Teen,Athletic,Average,Medium,62,True,False,True,Fast,Nervous
P_000469,Native American,Female,Medium,Child,Traditional,Average,High,56,False,False,True,Slow,Confident
P_000470,Hispanic,Non-binary,Medium,Young Adult,Traditional,Tall,Medium,76,False,False,True,Fast,Confident
P_000471,Asian,Male,Medium,Middle-aged,Athletic,Average,Medium,26,False,False,False,Normal,Tense
P_000472,White,Female,Dark,Teen,Casual,Average,Medium,60,True,False,True,Normal,Confident
P_000473,Black,Male,Medium,Senior,Alternative,Short,Low,5,True,False,True,Slow,Tense
P_000474,Black,Male,Dark,Middle-aged,Formal,Tall,High,63,False,True,True,Fast,Tense
P_000475,Native American,Female,Light,Young Adult,Formal,Average,Medium,16,False,False,False,Normal,Confident
P_000476,Middle Eastern,Female,Medium,Young Adult,Formal,Average,High,27,False,False,True,Fast,Tense
P_000477,White,Male,Light,Young Adult,Casual,Short,High,6,False,True,False,Fast,Nervous
P_000478,Native American,Female,Light,Young Adult,Athletic,Tall,High,38,False,False,False,Normal,Nervous
P_000479,Black,Male,Dark,Child,Alternative,Average,Medium,14,True,False,False,Normal,Nervous
P_000480,White,Non-binary,Light,Teen,Athletic,Short,Low,66,False,False,True,Normal,Tense
P_000481,Black,Female,Dark,Senior,Casual,Tall,Medium,67,False,False,False,Fast,Relaxed
P_000482,Native American,Male,Light,Child,Casual,Short,High,6,False,False,False,Slow,Relaxed
P_000483,Middle Eastern,Female,Medium,Teen,Athletic,Short,High,22,False,False,True,Normal,Tense
P_000484,Hispanic,Male,Light,Teen,Casual,Short,Medium,53,True,True,True,Fast,Confident
P_000485,Hispanic,Male,Light,Young Adult,Traditional,Short,Low,23,True,False,False,Normal,Nervous
P_000486,White,Male,Light,Young Adult,Formal,Short,Medium,23,False,False,False,Fast,Confident
P_000487,Asian,Female,Medium,Young Adult,Traditional,Short,Medium,11,False,False,True,Normal,Tense
P_000488,White,Female,Light,Teen,Alternative,Tall,Medium,20,False,False,True,Normal,Tense
P_000489,Native American,Male,Dark,Teen,Casual,Short,Low,71,False,False,False,Normal,Nervous
P_000490,Native American,Female,Light,Middle-aged,Casual,Short,Medium,30,False,False,True,Normal,Relaxed
P_000491,Middle Eastern,Male,Dark,Middle-aged,Formal,Tall,Medium,7,False,False,False,Normal,Nervous
P_000492,Asian,Male,Medium,Senior,Traditional,Average,Medium,16,False,False,True,Fast,Nervous
P_000493,Asian,Non-binary,Medium,Senior,Athletic,Short,Low,63,False,False,False,Slow,Confident
P_000494,Middle Eastern,Male,Light,Young Adult,Alternative,Average,High,30,True,False,True,Normal,Nervous
P_000495,Middle Eastern,Non-binary,Dark,Teen,Traditional,Average,Low,38,True,False,True,Normal,Confident
P_000496,Asian,Non-binary,Medium,Middle-aged,Formal,Short,Medium,8,False,True,True,Normal,Tense
P_000497,Native American,Non-binary,Light,Young Adult,Casual,Tall,High,6,False,False,True,Normal,Relaxed
P_000498,Hispanic,Female,Light,Middle-aged,Alternative,Average,Medium,25,True,True,False,Fast,Confident
P_000499,White,Female,Light,Senior,Traditional,Average,Medium,66,True,False,False,Fast,Tense
P_000500,Middle Eastern,Male,Medium,Child,Casual,Tall,Medium,60,False,False,False,Normal,Confident
P_000501,Black,Female,Dark,Teen,Formal,Short,Low,27,True,True,False,Slow,Confident
P_000502,White,Female,Medium,Child,Alternative,Average,Low,55,False,False,True,Slow,Tense
P_000503,Hispanic,Female,Light,Middle-aged,Casual,Tall,Medium,62,False,False,True,Slow,Nervous
P_000504,Black,Male,Dark,Young Adult,Formal,Tall,Low,58,True,True,True,Slow,Nervous
P_000505,Black,Male,Dark,Teen,Alternative,Tall,High,7,False,False,True,Normal,Confident
P_000506,Hispanic,Male,Medium,Senior,Traditional,Average,Low,11,False,False,True,Normal,Nervous
P_000507,White,Male,Light,Senior,Alternative,Tall,Medium,56,False,True,True,Normal,Nervous
P_000508,Hispanic,Non-binary,Dark,Middle-aged,Alternative,Average,High,8,True,False,True,Slow,Relaxed
P_000509,Middle Eastern,Male,Light,Young Adult,Alternative,Tall,Low,20,False,False,False,Fast,Relaxed
P_000510,Black,Female,Light,Senior,Casual,Short,High,58,False,False,True,Normal,Tense
P_000511,Black,Female,Dark,Senior,Formal,Average,Low,46,False,False,True,Slow,Nervous
P_000512,Middle Eastern,Female,Dark,Young Adult,Casual,Tall,Medium,19,True,False,True,Normal,Nervous
P_000513,Black,Male,Light,Middle-aged,Formal,Short,Low,13,False,True,False,Fast,Relaxed
P_000514,Black,Male,Dark,Child,Alternative,Average,Low,32,True,True,True,Normal,Relaxed
P_000515,Black,Non-binary,Medium,Young Adult,Athletic,Average,Medium,43,True,False,False,Slow,Confident
P_000516,White,Non-binary,Light,Teen,Casual,Tall,Medium,35,False,False,True,Fast,Nervous
P_000517,White,Male,Medium,Senior,Athletic,Average,Medium,40,False,False,False,Normal,Confident
P_000518,Hispanic,Non-binary,Light,Senior,Traditional,Tall,Low,62,False,False,True,Slow,Relaxed
P_000519,White,Male,Light,Young Adult,Alternative,Average,Medium,66,False,False,False,Fast,Relaxed
P_000520,Hispanic,Non-binary,Light,Teen,Formal,Short,Low,14,False,False,True,Normal,Tense
P_000521,Black,Non-binary,Dark,Senior,Casual,Short,Low,34,True,True,False,Slow,Tense
P_000522,Hispanic,Female,Light,Young Adult,Athletic,Average,High,17,False,False,True,Slow,Nervous
P_000523,Black,Non-binary,Medium,Child,Casual,Tall,Medium,25,False,True,False,Normal,Tense
P_000524,White,Male,Dark,Teen,Casual,Short,Low,69,False,False,True,Fast,Relaxed
P_000525,Middle Eastern,Male,Medium,Middle-aged,Traditional,Short,Medium,60,False,False,True,Slow,Relaxed
P_000526,White,Female,Light,Young Adult,Athletic,Tall,Medium,67,False,False,False,Fast,Confident
P_000527,Black,Non-binary,Dark,Child,Alternative,Tall,Medium,75,False,False,True,Normal,Relaxed
P_000528,Middle Eastern,Male,Medium,Child,Traditional,Tall,Medium,73,False,False,False,Slow,Tense
P_000529,Asian,Male,Medium,Child,Traditional,Short,Low,32,False,False,True,Fast,Relaxed
P_000530,Hispanic,Male,Light,Child,Alternative,Short,Medium,51,True,True,True,Normal,Tense
P_000531,Native American,Female,Dark,Young Adult,Casual,Short,Medium,48,False,False,False,Normal,Nervous
P_000532,Native American,Non-binary,Dark,Child,Athletic,Short,Medium,76,False,False,True,Normal,Nervous
P_000533,Hispanic,Female,Light,Young Adult,Traditional,Short,Medium,59,True,False,True,Slow,Confident
P_000534,Hispanic,Male,Medium,Middle-aged,Formal,Average,Medium,16,False,False,True,Normal,Relaxed
P_000535,Hispanic,Female,Dark,Child,Athletic,Tall,Low,38,True,False,False,Normal,Tense
P_000536,Hispanic,Female,Dark,Teen,Alternative,Average,Low,7,True,False,True,Slow,Nervous
P_000537,White,Female,Light,Middle-aged,Formal,Tall,High,56,True,False,False,Fast,Relaxed
P_000538,Asian,Female,Medium,Middle-aged,Athletic,Tall,Low,72,True,True,True,Fast,Nervous
P_000539,Hispanic,Male,Light,Middle-aged,Alternative,Tall,Medium,21,True,False,False,Normal,Relaxed
P_000540,Middle Eastern,Non-binary,Medium,Young Adult,Formal,Average,Low,59,False,False,False,Slow,Nervous
P_000541,Middle Eastern,Male,Light,Senior,Alternative,Short,Medium,61,False,False,True,Fast,Nervous
P_000542,Middle Eastern,Non-binary,Medium,Senior,Formal,Average,Medium,71,True,False,True,Normal,Tense
P_000543,White,Male,Light,Teen,Formal,Short,Low,43,False,False,False,Fast,Tense
P_000544,Native American,Female,Medium,Middle-aged,Casual,Tall,High,76,False,False,True,Fast,Relaxed
P_000545,Black,Male,Dark,Senior,Athletic,Tall,Medium,46,False,False,True,Normal,Tense
P_000546,Asian,Female,Medium,Senior,Casual,Tall,High,57,True,False,False,Normal,Tense
P_000547,Middle Eastern,Female,Dark,Teen,Alternative,Tall,Medium,73,False,False,False,Normal,Nervous
P_000548,Asian,Male,Medium,Senior,Formal,Tall,Low,8,False,False,False,Fast,Relaxed
P_000549,Native American,Non-binary,Medium,Young Adult,Casual,Short,Low,50,True,True,False,Fast,Relaxed
P_000550,Asian,Non-binary,Medium,Child,Casual,Tall,Medium,71,True,True,True,Slow,Nervous
P_000551,Black,Female,Medium,Teen,Traditional,Average,High,35,False,False,True,Slow,Confident
P_000552,Native American,Non-binary,Light,Teen,Alternative,Average,Medium,65,False,False,True,Normal,Nervous
P_000553,Middle Eastern,Non-binary,Medium,Young Adult,Casual,Short,Low,56,False,False,False,Fast,Relaxed
P_000554,Black,Female,Dark,Teen,Formal,Average,Low,50,False,False,True,Fast,Nervous
P_000555,Native American,Non-binary,Light,Senior,Traditional,Average,Medium,35,False,False,True,Normal,Tense
P_000556,Black,Male,Dark,Senior,Casual,Short,Medium,32,True,False,False,Slow,Relaxed
P_000557,White,Male,Light,Teen,Alternative,Tall,High,47,False,False,False,Normal,Confident
