interaction_id,person_id,dog_id,timestamp,location,barks,bias_score,bark_intensity,bark_duration,triggers,distance_meters,human_approach_speed,dog_was_sleeping,other_dogs_present,weather,time_of_day,human_race,human_gender,human_skin_color,human_age_group,human_clothing_style,human_height,human_voice_pitch,human_age_years,human_has_glasses,human_has_hat,human_is_smiling,human_movement_speed,human_body_language,dog_breed,dog_age_months,dog_training_level,dog_temperament,dog_size,dog_energy_level,dog_socialization_score,dog_previous_negative_experiences,dog_owner_race,dog_living_environment,dog_daily_exercise_hours
I_00000834,P_000110,D_000014,2025-08-17 16:34:48.741876,Vet,True,0.23538438956385793,Medium,19.403090461099804,Body Language; Voice,11.777309383236295,Slow,False,False,Sunny,Morning,White,Female,Light,Senior,Formal,Tall,High,60,True,True,False,Slow,Tense,Golden Retriever,106,Advanced,Aggressive,Medium,Low,9.619776547341258,2,Middle Eastern,Urban,2.2682926723058587
I_00000835,P_000104,D_000191,2025-06-10 16:34:48.742091,Park,False,0.0,None,0.0,None,16.673891829985003,Slow,False,False,Cloudy,Morning,White,Male,Light,Middle-aged,Casual,Tall,High,14,True,False,True,Slow,Tense,Poodle,40,Advanced,Shy,Medium,Low,1.2271044393018116,2,Native American,Suburban,0.8505926418306546
I_00000836,P_000819,D_000132,2025-08-07 16:34:48.742307,Vet,False,0.14527277762436594,None,0.0,None,1.2671830511183002,Slow,False,False,Windy,Afternoon,Native American,Non-binary,Dark,Teen,Traditional,Tall,Low,67,False,False,True,Slow,Confident,Labrador,151,Advanced,Friendly,Large,High,4.156610015004492,4,Asian,Rural,1.1287183923024926
I_00000837,P_000227,D_000151,2025-02-17 16:34:48.742531,Vet,False,0.17540269514435536,None,0.0,None,18.82779988475398,Slow,False,True,Rainy,Evening,Middle Eastern,Female,Light,Teen,Athletic,Average,Medium,13,False,False,False,Slow,Confident,Siberian Husky,176,Untrained,Shy,Medium,High,9.448354530207373,1,Asian,Urban,2.8251719556179724
I_00000838,P_000300,D_000054,2025-02-28 16:34:48.742757,Home,True,0.24323937659191933,Low,11.576882295125563,Voice,19.248833836407844,Slow,False,False,Cloudy,Morning,Native American,Male,Light,Teen,Formal,Short,High,53,False,False,True,Slow,Confident,German Shepherd,101,Intermediate,Friendly,Large,Low,8.675572874455385,4,Hispanic,Suburban,3.4871823328427136
I_00000839,P_000013,D_000001,2025-07-14 16:34:48.742974,Street,False,0.12896774330599137,None,0.0,None,8.559263478899407,Fast,False,False,Windy,Evening,White,Female,Light,Middle-aged,Traditional,Average,Low,6,False,True,False,Fast,Relaxed,Bulldog,99,Intermediate,Energetic,Large,Low,3.0259215266411577,3,White,Suburban,3.9023359762430885
I_00000840,P_000819,D_000142,2025-05-11 16:34:48.743186,Street,False,0.3820867533661062,None,0.0,None,3.3571131768070166,Slow,False,False,Sunny,Morning,Native American,Non-binary,Dark,Teen,Traditional,Tall,Low,67,False,False,True,Slow,Confident,Rottweiler,130,Intermediate,Energetic,Large,Medium,2.3096634821603157,4,White,Rural,2.8392782930665157
I_00000841,P_000234,D_000095,2025-05-26 16:34:48.743400,Vet,False,0.19762293382833568,None,0.0,None,9.512043622536627,Normal,False,True,Cloudy,Night,Hispanic,Female,Light,Young Adult,Formal,Tall,High,77,False,False,True,Normal,Nervous,Labrador,19,Basic,Friendly,Large,Low,1.962872001430761,1,Middle Eastern,Suburban,3.461011981890889
I_00000842,P_000394,D_000078,2025-07-11 16:34:48.743615,Street,False,0.3416512292306096,None,0.0,None,1.4533603851381796,Slow,False,False,Windy,Night,Middle Eastern,Non-binary,Dark,Middle-aged,Traditional,Tall,High,25,False,False,True,Slow,Tense,German Shepherd,12,Intermediate,Energetic,Small,High,4.5573581400848475,0,Hispanic,Rural,1.7745348668661194
I_00000843,P_000348,D_000103,2025-06-05 16:34:48.743840,Street,True,0.5641418817348588,Medium,6.94752958881316,Appearance; Movement; Body Language; Voice,8.449700519967811,Fast,False,False,Rainy,Night,Black,Female,Medium,Middle-aged,Alternative,Tall,High,44,True,True,True,Fast,Tense,Bulldog,79,Advanced,Calm,Medium,High,9.232088358721901,0,Native American,Rural,3.5553205564315067
I_00000844,P_000852,D_000149,2025-01-25 16:34:48.744083,Home,True,0.5494780026767513,Medium,3.878697672329148,Appearance; Movement; Voice,17.579035901104827,Fast,False,False,Rainy,Morning,Hispanic,Female,Dark,Middle-aged,Alternative,Tall,High,79,False,False,True,Fast,Confident,Siberian Husky,119,Intermediate,Energetic,Large,Low,0.11199305255704117,0,White,Urban,1.5807721043020857
I_00000845,P_000242,D_000009,2025-09-02 16:34:48.744309,Park,True,0.7681046466114808,Medium,3.923972763639544,Appearance; Movement,7.118946730233449,Fast,False,False,Sunny,Morning,Middle Eastern,Non-binary,Dark,Middle-aged,Athletic,Short,Low,28,False,True,False,Fast,Relaxed,Poodle,142,Intermediate,Aggressive,Large,Low,4.184467897162279,0,Black,Suburban,2.116420520962129
I_00000846,P_000179,D_000041,2025-05-16 16:34:48.744534,Street,True,0.2348348665789963,High,23.81149676287317,Voice,2.3982004682979574,Slow,False,False,Sunny,Afternoon,Asian,Non-binary,Medium,Young Adult,Formal,Short,High,12,True,True,True,Slow,Confident,Beagle,165,Advanced,Energetic,Medium,Low,7.809448189504872,4,Hispanic,Rural,3.4353000407236
I_00000847,P_000197,D_000019,2025-01-11 16:34:48.744749,Home,False,0.214851384498404,None,0.0,None,11.077705321974488,Normal,False,False,Cloudy,Morning,Native American,Female,Light,Middle-aged,Traditional,Short,Low,28,False,True,True,Normal,Tense,German Shepherd,159,Intermediate,Friendly,Large,High,2.6670343063721424,0,Hispanic,Suburban,3.2556404311008835
I_00000848,P_000438,D_000120,2024-11-10 16:34:48.744965,Home,False,0.5941501727256311,None,0.0,None,16.617440575206242,Slow,False,False,Sunny,Night,Black,Non-binary,Dark,Young Adult,Athletic,Tall,Low,57,False,False,False,Slow,Relaxed,German Shepherd,76,Basic,Friendly,Small,High,2.5256107126952543,1,White,Rural,1.3805963941768882
I_00000849,P_000647,D_000087,2025-03-29 16:34:48.745195,Park,True,0.6830498710739757,Low,4.215431006374207,Appearance; Movement; Voice,18.07054920024352,Fast,False,False,Sunny,Morning,Hispanic,Non-binary,Dark,Senior,Alternative,Average,High,79,False,True,True,Fast,Confident,Bulldog,48,Untrained,Calm,Medium,Medium,4.108092623743414,2,Black,Rural,3.9521089479520453
I_00000850,P_000123,D_000161,2024-11-10 16:34:48.745418,Street,True,0.5079727787528051,Low,4.382259931420959,Appearance; Body Language,8.62632493999533,Slow,False,True,Cloudy,Night,Asian,Male,Medium,Middle-aged,Formal,Tall,Medium,19,False,True,True,Slow,Tense,Rottweiler,33,Intermediate,Energetic,Large,Low,1.6979263955094737,4,Middle Eastern,Suburban,3.257526518549404
I_00000851,P_000605,D_000104,2024-11-22 16:34:48.745635,Home,False,0.7080316386636302,None,0.0,None,3.5415916145506117,Slow,True,True,Windy,Afternoon,Middle Eastern,Male,Medium,Middle-aged,Formal,Short,Low,29,False,True,True,Slow,Tense,Poodle,57,Intermediate,Aggressive,Small,High,0.5608016926367088,3,Black,Urban,2.678103747589925
I_00000852,P_000067,D_000152,2025-08-30 16:34:48.745846,Park,False,0.511137759920454,None,0.0,None,4.311522003434284,Normal,True,True,Rainy,Evening,Native American,Male,Medium,Young Adult,Casual,Average,Low,79,False,False,False,Normal,Tense,Rottweiler,55,Intermediate,Calm,Medium,Low,5.790725276859945,4,Middle Eastern,Urban,3.8081600291584055
I_00000853,P_000497,D_000139,2025-01-14 16:34:48.746074,Park,True,0.16058366367775453,Low,21.773365806230387,Voice,19.916614356974712,Normal,False,False,Cloudy,Evening,Native American,Non-binary,Light,Young Adult,Casual,Tall,High,6,False,False,True,Normal,Relaxed,Rottweiler,111,Intermediate,Calm,Small,Low,4.274228023694365,2,White,Urban,1.9050524224100134
I_00000854,P_000596,D_000017,2024-12-15 16:34:48.746289,Vet,False,0.3634326321579824,None,0.0,None,18.23016629463042,Slow,False,False,Sunny,Morning,Hispanic,Male,Medium,Senior,Formal,Tall,High,50,False,False,True,Slow,Nervous,Labrador,115,Intermediate,Energetic,Small,Low,2.6175286903702366,3,Middle Eastern,Urban,2.5619669110461336
I_00000855,P_000001,D_000166,2024-11-17 16:34:48.746563,Street,True,0.4438499373980337,Medium,23.829733243714813,Movement; Voice,10.509057852957238,Fast,True,True,Rainy,Evening,Middle Eastern,Female,Medium,Teen,Traditional,Short,High,62,False,False,True,Fast,Confident,Siberian Husky,99,Untrained,Friendly,Large,Low,4.752929765655082,3,Hispanic,Urban,3.9279695559824828
I_00000856,P_000514,D_000178,2025-04-23 16:34:48.746808,Park,True,0.6976953166181171,Medium,3.2774055914546905,Appearance,14.017787422843535,Normal,False,True,Windy,Evening,Black,Male,Dark,Child,Alternative,Average,Low,32,True,True,True,Normal,Relaxed,German Shepherd,47,Advanced,Energetic,Medium,Low,3.6790292528627564,2,White,Urban,3.8999064701302615
I_00000857,P_000795,D_000163,2025-08-06 16:34:48.747060,Park,False,0.5624698675987605,None,0.0,None,2.2176373159159803,Slow,True,False,Windy,Night,Asian,Non-binary,Medium,Teen,Formal,Short,Medium,78,True,False,True,Slow,Nervous,Bulldog,145,Untrained,Energetic,Small,High,5.811062446978964,0,Hispanic,Suburban,0.9187065383062462
I_00000858,P_000282,D_000106,2024-12-25 16:34:48.747281,Park,False,0.5755443446430955,None,0.0,None,12.478226616407815,Fast,False,False,Cloudy,Morning,Black,Male,Dark,Senior,Traditional,Short,Low,60,False,False,False,Fast,Relaxed,Rottweiler,77,Intermediate,Friendly,Medium,Low,1.8715219259893001,0,Asian,Rural,3.5056294071681218
I_00000859,P_000365,D_000180,2024-12-03 16:34:48.747540,Park,False,0.5332136384457189,None,0.0,None,2.3468264198116233,Fast,False,False,Sunny,Night,Asian,Non-binary,Medium,Middle-aged,Formal,Average,Low,41,False,False,True,Fast,Nervous,Siberian Husky,57,Basic,Calm,Large,Medium,0.7305864603278145,3,White,Suburban,2.644802002476458
I_00000860,P_000398,D_000065,2025-01-27 16:34:48.747807,Vet,True,0.43683945803313207,Low,28.843040903414632,Movement,1.4791395735979829,Fast,False,False,Cloudy,Evening,Black,Non-binary,Dark,Middle-aged,Athletic,Average,Medium,35,False,False,False,Fast,Confident,Bulldog,30,Advanced,Friendly,Medium,Low,4.975751441541355,1,Hispanic,Rural,1.8891917339534334
I_00000861,P_000722,D_000011,2024-11-26 16:34:48.748059,Street,False,0.20002658786889058,None,0.0,None,10.063555989937475,Slow,False,False,Windy,Evening,White,Male,Light,Child,Casual,Short,Low,60,False,False,True,Slow,Relaxed,Golden Retriever,41,Basic,Friendly,Small,High,8.910551938418209,3,Asian,Rural,0.8379266750921079
I_00000862,P_000423,D_000095,2025-08-13 16:34:48.748278,Home,False,0.06482599324605126,None,0.0,None,16.198158277912075,Slow,True,True,Rainy,Afternoon,White,Male,Light,Young Adult,Traditional,Average,Low,47,False,False,True,Slow,Nervous,Labrador,19,Basic,Friendly,Large,Low,1.962872001430761,1,Middle Eastern,Suburban,3.461011981890889
I_00000863,P_000791,D_000024,2025-03-22 16:34:48.748504,Park,False,0.711494207059516,None,0.0,None,14.13173347547157,Slow,False,True,Windy,Morning,Black,Male,Dark,Child,Casual,Short,High,45,False,False,True,Slow,Confident,German Shepherd,151,Untrained,Friendly,Medium,Medium,3.7473102253575985,0,Black,Urban,0.8814999645204163
I_00000864,P_000917,D_000147,2025-07-09 16:34:48.748736,Home,True,0.5009892524666492,Low,2.4843164536137254,Appearance; Movement,13.679418824969915,Fast,False,False,Rainy,Afternoon,Hispanic,Non-binary,Light,Young Adult,Formal,Average,Low,31,False,True,True,Fast,Confident,Rottweiler,158,Intermediate,Energetic,Medium,Medium,2.4531049798597993,3,Native American,Urban,3.5790218657107555
I_00000865,P_000313,D_000193,2025-01-08 16:34:48.748950,Park,False,0.13341572049575634,None,0.0,None,19.21669275359488,Fast,False,True,Sunny,Afternoon,Asian,Female,Medium,Child,Casual,Average,Medium,33,True,True,False,Fast,Confident,German Shepherd,95,Advanced,Shy,Medium,Low,9.502840501704856,1,Asian,Urban,3.348390650345465
I_00000866,P_000634,D_000015,2024-10-22 16:34:48.749213,Home,False,0.1874911602958185,None,0.0,None,11.672992613367759,Slow,False,True,Rainy,Night,Native American,Non-binary,Medium,Middle-aged,Formal,Short,High,68,False,False,False,Slow,Nervous,Labrador,168,Intermediate,Energetic,Medium,Low,9.764900340442491,4,Native American,Urban,1.6026977381265979
I_00000867,P_000166,D_000010,2025-05-14 16:34:48.749451,Park,True,0.4187164546399098,Medium,23.27754552150144,Unknown,17.42983564753759,Normal,False,False,Sunny,Morning,Hispanic,Male,Medium,Senior,Athletic,Average,Low,6,True,False,True,Normal,Relaxed,Siberian Husky,96,Intermediate,Aggressive,Small,High,7.626525587561409,1,Asian,Suburban,3.0465767015666017
I_00000868,P_000940,D_000151,2025-01-09 16:34:48.749676,Vet,False,0.45353624295444317,None,0.0,None,11.04212223506689,Fast,True,False,Windy,Night,Hispanic,Male,Medium,Senior,Athletic,Average,Low,75,False,False,False,Fast,Relaxed,Siberian Husky,176,Untrained,Shy,Medium,High,9.448354530207373,1,Asian,Urban,2.8251719556179724
I_00000869,P_000546,D_000099,2025-03-20 16:34:48.749890,Street,False,0.053441494238662686,None,0.0,None,11.470303419346045,Normal,False,True,Sunny,Afternoon,Asian,Female,Medium,Senior,Casual,Tall,High,57,True,False,False,Normal,Tense,Golden Retriever,90,Advanced,Friendly,Small,Low,0.6616872172518085,1,Asian,Rural,1.5934206418787111
I_00000870,P_000744,D_000099,2025-01-31 16:34:48.750108,Vet,False,0.0,None,0.0,None,18.784194141696666,Slow,False,False,Sunny,Night,White,Male,Medium,Middle-aged,Traditional,Average,High,37,True,False,True,Slow,Nervous,Golden Retriever,90,Advanced,Friendly,Small,Low,0.6616872172518085,1,Asian,Rural,1.5934206418787111
I_00000871,P_000742,D_000137,2024-12-31 16:34:48.750336,Vet,True,0.4479908807525027,Medium,24.967396903235834,Unknown,12.060637754574634,Slow,False,False,Cloudy,Afternoon,Black,Male,Medium,Senior,Athletic,Tall,Medium,56,True,False,True,Slow,Relaxed,Rottweiler,7,Basic,Energetic,Small,Low,6.064577755435456,1,Native American,Urban,3.704155456507303
I_00000872,P_000284,D_000003,2025-07-30 16:34:48.750552,Park,False,0.23397669745669422,None,0.0,None,12.743111610589416,Fast,False,False,Rainy,Night,White,Non-binary,Light,Middle-aged,Casual,Tall,Medium,19,False,False,True,Fast,Nervous,Labrador,48,Untrained,Shy,Large,Medium,7.044236214774866,2,White,Suburban,1.3839899569819043
I_00000873,P_000571,D_000027,2024-10-16 16:34:48.750779,Home,True,0.4957020297201281,High,17.332101076108774,Unknown,2.7962536219780105,Normal,False,False,Cloudy,Afternoon,Asian,Female,Medium,Teen,Alternative,Average,Medium,62,True,False,False,Normal,Relaxed,German Shepherd,63,Basic,Calm,Medium,High,2.356871143307094,4,Black,Suburban,1.484410071331661
I_00000874,P_000891,D_000026,2025-06-11 16:34:48.750997,Park,False,0.10242547023835394,None,0.0,None,19.856590705729733,Normal,False,False,Windy,Evening,White,Male,Light,Young Adult,Alternative,Tall,Low,57,True,False,True,Normal,Nervous,Bulldog,55,Intermediate,Friendly,Small,Medium,2.5098648552318137,2,Asian,Suburban,3.9927029704430073
I_00000875,P_000068,D_000013,2025-03-30 16:34:48.751214,Vet,False,0.22961846832609512,None,0.0,None,11.005962363876932,Slow,False,False,Windy,Afternoon,Native American,Male,Dark,Middle-aged,Casual,Tall,High,18,True,False,True,Slow,Confident,Siberian Husky,87,Intermediate,Friendly,Small,Low,7.6265348991148425,2,Asian,Suburban,2.32443713838423
I_00000876,P_000862,D_000142,2025-04-04 16:34:48.751428,Street,False,0.32355714100724364,None,0.0,None,13.488375423117526,Normal,False,True,Sunny,Night,Middle Eastern,Female,Dark,Child,Traditional,Average,High,16,True,False,True,Normal,Confident,Rottweiler,130,Intermediate,Energetic,Large,Medium,2.3096634821603157,4,White,Rural,2.8392782930665157
I_00000877,P_000319,D_000021,2024-11-02 16:34:48.751656,Street,True,1.0,Medium,25.314728358836337,Appearance; Movement; Body Language,15.926376676719514,Fast,True,False,Sunny,Morning,Black,Female,Dark,Teen,Traditional,Tall,Medium,77,True,False,True,Fast,Tense,Labrador,132,Intermediate,Aggressive,Large,High,2.710629901403637,4,White,Urban,3.7981707322726295
I_00000878,P_000507,D_000179,2025-06-06 16:34:48.751873,Park,False,0.0,None,0.0,None,13.277900830445997,Normal,False,False,Rainy,Morning,White,Male,Light,Senior,Alternative,Tall,Medium,56,False,True,True,Normal,Nervous,Bulldog,72,Advanced,Shy,Medium,Low,3.9295880663668226,1,Hispanic,Suburban,2.413754936898993
I_00000879,P_000094,D_000120,2024-12-15 16:34:48.752084,Park,False,0.3259436000267256,None,0.0,None,6.386425802214569,Fast,False,True,Sunny,Evening,Middle Eastern,Female,Dark,Senior,Casual,Average,High,66,False,True,True,Fast,Relaxed,German Shepherd,76,Basic,Friendly,Small,High,2.5256107126952543,1,White,Rural,1.3805963941768882
I_00000880,P_000323,D_000044,2025-01-19 16:34:48.752302,Home,False,0.1818786830364757,None,0.0,None,18.03635904484984,Slow,False,False,Windy,Night,White,Male,Light,Young Adult,Casual,Tall,High,7,False,False,False,Slow,Tense,German Shepherd,58,Advanced,Aggressive,Large,High,6.1352788416357305,0,White,Suburban,3.0511574752676247
I_00000881,P_000139,D_000052,2024-11-04 16:34:48.752526,Park,False,0.1595203462153495,None,0.0,None,4.646903141351304,Normal,False,False,Windy,Night,Middle Eastern,Male,Medium,Child,Athletic,Average,High,63,False,False,True,Normal,Nervous,Poodle,65,Advanced,Calm,Medium,Low,3.2697762324273927,0,White,Urban,1.6280411569101796
I_00000882,P_000435,D_000130,2025-05-10 16:34:48.752740,Park,False,0.46820085190971517,None,0.0,None,16.285029952587454,Fast,True,False,Windy,Evening,Hispanic,Non-binary,Light,Young Adult,Alternative,Tall,High,22,False,True,True,Fast,Nervous,Beagle,8,Intermediate,Friendly,Small,Medium,2.559849537907785,1,Black,Rural,3.1845438549326928
I_00000883,P_000203,D_000008,2025-06-15 16:34:48.752963,Park,False,0.0924081554649636,None,0.0,None,10.827158102954746,Fast,True,False,Rainy,Afternoon,White,Male,Light,Teen,Casual,Average,Medium,20,False,False,True,Fast,Nervous,Rottweiler,55,Basic,Friendly,Small,Medium,2.3179027761657967,0,White,Urban,2.0937744709652515
I_00000884,P_000525,D_000081,2025-03-10 16:34:48.753180,Vet,False,0.0,None,0.0,None,8.890049383792466,Slow,False,False,Windy,Afternoon,Middle Eastern,Male,Medium,Middle-aged,Traditional,Short,Medium,60,False,False,True,Slow,Relaxed,Beagle,44,Advanced,Energetic,Medium,Low,2.8487120683547653,0,Native American,Suburban,1.1392806656032028
I_00000885,P_000098,D_000052,2025-07-29 16:34:48.753405,Vet,True,0.37975083038988455,Medium,21.522862022911248,Unknown,15.005346486316341,Slow,True,False,Windy,Afternoon,Asian,Male,Dark,Middle-aged,Traditional,Tall,Medium,16,False,True,False,Slow,Relaxed,Poodle,65,Advanced,Calm,Medium,Low,3.2697762324273927,0,White,Urban,1.6280411569101796
I_00000886,P_000934,D_000142,2025-03-11 16:34:48.753617,Home,False,0.333780711684034,None,0.0,None,5.996495303518907,Slow,False,True,Sunny,Night,Middle Eastern,Male,Dark,Middle-aged,Formal,Average,High,64,True,False,True,Slow,Nervous,Rottweiler,130,Intermediate,Energetic,Large,Medium,2.3096634821603157,4,White,Rural,2.8392782930665157
I_00000887,P_000968,D_000116,2025-07-05 16:34:48.753846,Park,True,0.6504799932899152,High,2.7660975492205235,Appearance; Movement,18.902393847019102,Fast,True,True,Windy,Afternoon,Asian,Non-binary,Medium,Senior,Traditional,Tall,Low,76,False,False,True,Fast,Nervous,German Shepherd,70,Untrained,Calm,Small,Medium,7.068194450101439,3,White,Rural,0.5548533086105403
I_00000888,P_000700,D_000144,2024-11-20 16:34:48.754062,Park,False,0.09124031068598148,None,0.0,None,14.816508912272958,Slow,False,True,Sunny,Morning,Native American,Male,Medium,Teen,Casual,Average,Medium,20,True,False,True,Slow,Nervous,Labrador,41,Intermediate,Shy,Small,Low,3.768355610161657,0,Middle Eastern,Suburban,1.4557850761246143
I_00000889,P_000590,D_000050,2025-03-19 16:34:48.754290,Vet,True,0.7772178213096254,Low,26.409457790365433,Appearance; Voice,2.983808435238357,Normal,False,True,Sunny,Evening,Black,Non-binary,Medium,Middle-aged,Traditional,Short,High,44,False,False,False,Normal,Nervous,Poodle,5,Basic,Aggressive,Large,Medium,5.286298375366193,4,Native American,Rural,0.6227273215655155
I_00000890,P_000199,D_000014,2025-08-10 16:34:48.754557,Park,True,0.6360466735964222,Low,11.24813625565189,Appearance; Movement,18.113360524110593,Fast,True,False,Cloudy,Morning,Asian,Female,Medium,Child,Athletic,Tall,Medium,19,True,False,False,Fast,Nervous,Golden Retriever,106,Advanced,Aggressive,Medium,Low,9.619776547341258,2,Middle Eastern,Urban,2.2682926723058587
I_00000891,P_000346,D_000013,2025-06-28 16:34:48.754797,Park,True,0.5073824417236237,Medium,10.013035227619115,Appearance; Movement; Voice,11.53977946610421,Fast,False,False,Windy,Afternoon,Asian,Non-binary,Medium,Child,Athletic,Tall,High,61,False,False,True,Fast,Relaxed,Siberian Husky,87,Intermediate,Friendly,Small,Low,7.6265348991148425,2,Asian,Suburban,2.32443713838423
I_00000892,P_000997,D_000134,2025-01-06 16:34:48.755042,Home,True,0.4639467469427292,Medium,2.583395174401918,Movement,4.818916080010499,Fast,False,False,Sunny,Evening,Middle Eastern,Male,Dark,Senior,Traditional,Average,Medium,58,False,False,True,Fast,Relaxed,Siberian Husky,17,Untrained,Friendly,Medium,Medium,9.404013722621855,3,Middle Eastern,Rural,1.4801862196579476
I_00000893,P_000555,D_000084,2025-09-29 16:34:48.755276,Park,False,0.1429950495446055,None,0.0,None,1.0999741146723157,Normal,True,True,Cloudy,Evening,Native American,Non-binary,Light,Senior,Traditional,Average,Medium,35,False,False,True,Normal,Tense,Rottweiler,101,Basic,Shy,Small,Medium,4.9383594065192336,1,Middle Eastern,Rural,1.611409801793683
I_00000894,P_000106,D_000167,2025-07-18 16:34:48.755513,Park,True,0.7448727662558755,High,13.734738592848206,Appearance; Movement; Body Language; Voice,12.75883864473456,Fast,False,True,Rainy,Morning,White,Non-binary,Light,Teen,Alternative,Short,High,47,False,False,False,Fast,Tense,German Shepherd,115,Untrained,Calm,Medium,High,4.262314582647643,3,Native American,Urban,0.8460556010670597
I_00000895,P_000962,D_000185,2024-10-25 16:34:48.755782,Vet,False,0.8637817975414326,None,0.0,None,18.978950671565403,Slow,False,False,Cloudy,Morning,Middle Eastern,Non-binary,Dark,Senior,Traditional,Short,Medium,14,False,True,True,Slow,Tense,Beagle,54,Basic,Aggressive,Medium,Medium,0.23287079442581904,4,Asian,Suburban,2.82318357642595
I_00000896,P_000923,D_000073,2025-09-26 16:34:48.756005,Park,False,0.256690893138083,None,0.0,None,3.045759789165616,Slow,False,False,Cloudy,Afternoon,White,Male,Medium,Young Adult,Traditional,Average,Low,20,False,False,True,Slow,Nervous,Siberian Husky,88,Untrained,Calm,Medium,Medium,4.5591593702211375,0,Middle Eastern,Suburban,1.5799827415612093
I_00000897,P_000809,D_000009,2025-07-22 16:34:48.756245,Vet,True,0.903554330887696,High,3.2302936953129238,Appearance; Movement,16.102639928664964,Fast,True,True,Windy,Night,Black,Non-binary,Dark,Young Adult,Alternative,Tall,Medium,45,False,True,True,Fast,Confident,Poodle,142,Intermediate,Aggressive,Large,Low,4.184467897162279,0,Black,Suburban,2.116420520962129
I_00000898,P_000426,D_000070,2025-01-24 16:34:48.756473,Vet,True,0.4793070292196171,Medium,2.9819000719017685,Body Language,3.2246320230058765,Normal,False,False,Windy,Afternoon,Black,Female,Medium,Middle-aged,Athletic,Short,Medium,34,False,False,False,Normal,Tense,Bulldog,26,Basic,Shy,Medium,Medium,4.705050789923272,1,White,Urban,2.2936614644183093
I_00000899,P_000331,D_000018,2025-03-17 16:34:48.756703,Home,True,0.33190860182700643,Low,15.914637212346227,Movement,6.7077335261822695,Fast,False,False,Sunny,Afternoon,Middle Eastern,Female,Dark,Young Adult,Casual,Short,Low,6,False,False,True,Fast,Nervous,Rottweiler,125,Intermediate,Friendly,Small,High,3.47047025953777,0,White,Rural,1.777350156838788
I_00000900,P_000500,D_000151,2025-01-02 16:34:48.756921,Vet,False,0.3833397684019617,None,0.0,None,1.7213939069630548,Normal,True,False,Sunny,Afternoon,Middle Eastern,Male,Medium,Child,Casual,Tall,Medium,60,False,False,False,Normal,Confident,Siberian Husky,176,Untrained,Shy,Medium,High,9.448354530207373,1,Asian,Urban,2.8251719556179724
I_00000901,P_000915,D_000185,2025-05-06 16:34:48.757135,Park,False,0.8127436298643194,None,0.0,None,6.993276931286001,Fast,False,True,Cloudy,Night,Hispanic,Non-binary,Dark,Teen,Athletic,Average,Low,31,False,False,False,Fast,Confident,Beagle,54,Basic,Aggressive,Medium,Medium,0.23287079442581904,4,Asian,Suburban,2.82318357642595
I_00000902,P_000271,D_000052,2025-07-22 16:34:48.757360,Street,False,0.10316672775517993,None,0.0,None,15.219743798250585,Slow,False,False,Rainy,Morning,Asian,Male,Medium,Middle-aged,Traditional,Short,Low,35,False,True,True,Slow,Nervous,Poodle,65,Advanced,Calm,Medium,Low,3.2697762324273927,0,White,Urban,1.6280411569101796
I_00000903,P_000053,D_000130,2025-08-11 16:34:48.757598,Park,False,0.3304859018546056,None,0.0,None,11.266486144958662,Normal,False,False,Windy,Night,Native American,Non-binary,Light,Senior,Alternative,Average,High,36,True,False,True,Normal,Tense,Beagle,8,Intermediate,Friendly,Small,Medium,2.559849537907785,1,Black,Rural,3.1845438549326928
I_00000904,P_000156,D_000023,2025-06-12 16:34:48.757816,Street,False,0.4059970672103801,None,0.0,None,7.809889815163164,Slow,True,False,Cloudy,Afternoon,Middle Eastern,Non-binary,Dark,Middle-aged,Athletic,Average,High,61,False,False,True,Slow,Tense,Golden Retriever,44,Intermediate,Shy,Medium,Low,4.967701131271635,3,Black,Rural,2.6830978592483943
I_00000905,P_000636,D_000174,2024-10-15 16:34:48.758035,Home,False,0.6109774021910757,None,0.0,None,1.2361670199220107,Slow,False,False,Cloudy,Night,Black,Male,Dark,Teen,Formal,Tall,Low,58,True,False,True,Slow,Nervous,Poodle,86,Untrained,Energetic,Small,Low,2.936764133584362,1,Middle Eastern,Rural,2.411086076622626
I_00000906,P_000845,D_000034,2025-06-13 16:34:48.758258,Park,False,0.4218378428451517,None,0.0,None,10.17415744535808,Fast,False,True,Rainy,Morning,Middle Eastern,Non-binary,Medium,Teen,Formal,Short,Low,8,False,False,False,Fast,Relaxed,Beagle,160,Advanced,Aggressive,Large,High,8.67705459766688,0,Native American,Suburban,2.06826303053572
I_00000907,P_000862,D_000116,2025-03-30 16:34:48.758471,Vet,False,0.5655327433717459,None,0.0,None,17.584105194436486,Normal,False,False,Cloudy,Night,Middle Eastern,Female,Dark,Child,Traditional,Average,High,16,True,False,True,Normal,Confident,German Shepherd,70,Untrained,Calm,Small,Medium,7.068194450101439,3,White,Rural,0.5548533086105403
I_00000908,P_000781,D_000042,2024-11-11 16:34:48.758703,Vet,True,0.6011015146815337,Medium,20.86026565428887,Appearance; Movement,17.632277437600365,Fast,False,False,Cloudy,Evening,Hispanic,Male,Medium,Middle-aged,Formal,Tall,Medium,21,False,False,True,Fast,Nervous,German Shepherd,6,Untrained,Friendly,Large,Low,9.993649321926787,2,Middle Eastern,Suburban,2.809881972306685
